lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Dictyosphaerium chlorelloides",20.0,4.0,13.0,51.9,1571,0.002,0.09,"Dictyosphaerium"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Monomastix astigmata",3.0,1.0,58.4,58.4,184,0.000,0.01,"Monomastix"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Quadrigula lacustris",18.0,1.5,116.8,175.3,1884,0.002,0.10,"Quadrigula"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Staurastrum iotanum",40.0,1.0,13.0,13.0,22089,0.022,1.21,"Staurastrum"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chlorophyta","Stichococcus bacillaris",3.3,1.0,129.8,129.8,629,0.001,0.03,"Stichococcus"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",4.0,1.0,740.0,740.0,24798,0.025,1.35,"Chromulina"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",6.0,1.0,77.9,77.9,6118,0.006,0.33,"Dinobryon"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",100.0,1.0,13.0,13.0,1360,0.001,0.07,"Dinobryon"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,272.6,272.6,8245,0.008,0.45,"Erkenia"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas ",12.0,1.0,13.0,13.0,8157,0.008,0.45,"Mallomonas"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Chrysophyta","Stichogloea olivacea",12.0,2.0,13.0,26.0,2744,0.003,0.15,"Stichogloea"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",17.6,1.0,77.9,77.9,57817,0.058,3.16,"Cryptomonas"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas gracilis",16.0,1.0,13.0,13.0,3480,0.004,0.19,"Cryptomonas"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas rostratiformis",44.0,1.0,13.0,13.0,38284,0.038,2.09,"Cryptomonas"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",9.0,1.0,26.0,26.0,870,0.001,0.05,"Rhodomonas"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa elachista",12.0,4.0,13.0,51.9,92,0.000,0.01,"Aphanocapsa"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanothece nidulans",33.3,50.0,38.9,1947.4,2039,0.002,0.11,"Aphanothece"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.0,1.0,1947.4,1947.4,1020,0.001,0.06,"Synechocystis"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Euglenophyta","Euglena ",44.0,1.0,13.0,13.0,18663,0.019,1.02,"Euglena"
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Miscellaneous",,6.0,1.0,38.9,38.9,3059,0.003,0.17,
"CR",2006,2006-08-10 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Peridinium limbatum",90.0,1.0,26.0,26.0,1579214,1.579,86.26,"Peridinium"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Bacillariophyta","Tabellaria fenestrata",60.0,1.5,36.4,54.5,69793,0.070,4.16,"Tabellaria"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Ankistrodesmus falcatus",40.0,1.0,18.2,18.2,685,0.001,0.04,"Ankistrodesmus"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlamydomonas ",8.0,1.0,18.2,18.2,4632,0.005,0.28,"Chlamydomonas"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Closterium moniliferum",60.0,1.0,36.4,36.4,15383,0.015,0.92,"Closterium"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Crucigenia rectangularis",24.0,8.0,4.4,35.1,2647,0.003,0.16,"Crucigenia"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Monomastix astigmata",3.0,1.0,36.4,36.4,171,0.000,0.01,"Monomastix"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Quadrigula lacustris",20.0,1.0,54.5,54.5,1096,0.001,0.07,"Quadrigula"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Sphaerocystis schroeteri",16.0,8.0,18.2,145.4,4873,0.005,0.29,"Sphaerocystis"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chlorophyta","Stichococcus bacillaris",3.0,1.0,54.5,54.5,343,0.000,0.02,"Stichococcus"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",4.5,1.0,3453.3,3453.3,170871,0.171,10.17,"Chromulina"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",6.0,1.0,399.9,399.9,42258,0.042,2.52,"Dinobryon"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",181.0,4.5,72.7,327.2,61668,0.062,3.67,"Dinobryon"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",76.0,1.0,36.4,36.4,8222,0.008,0.49,"Dinobryon"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,181.8,181.8,5497,0.006,0.33,"Erkenia"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas ",23.0,1.0,90.9,90.9,136849,0.137,8.15,"Mallomonas"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Chrysophyta","Stichogloea olivacea",6.0,1.0,18.2,18.2,1921,0.002,0.11,"Stichogloea"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",26.7,1.0,145.4,145.4,168406,0.168,10.03,"Cryptomonas"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas rostratiformis",44.0,1.0,18.2,18.2,53598,0.054,3.19,"Cryptomonas"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",8.5,1.0,218.1,218.1,7309,0.007,0.44,"Rhodomonas"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",12.0,1.0,36.4,36.4,3022,0.003,0.18,"Rhodomonas"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa elachista",34.0,43.0,36.4,1563.1,2762,0.003,0.16,"Aphanocapsa"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanothece nidulans",54.0,66.0,36.4,2399.2,2512,0.003,0.15,"Aphanothece"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cyanophyta","Chroococcus minimus",24.0,4.0,18.2,72.7,2436,0.002,0.15,"Chroococcus"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,1090.5,1090.5,1142,0.001,0.07,"Synechococcus"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.0,1.0,1908.4,1908.4,999,0.001,0.06,"Synechocystis"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Miscellaneous",,8.0,1.0,18.2,18.2,1218,0.001,0.07,
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 3",8.0,1.0,18.2,18.2,1759,0.002,0.10,"Gymnodinium"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Peridinium limbatum",80.0,1.0,18.2,18.2,906286,0.906,53.95,"Peridinium"
"CR",2006,2006-11-03 00:00:00,1,"HP 0-bottom","Rhodophyta","Bitrichia ochridana",60.0,1.0,18.2,18.2,1370,0.001,0.08,"Bitrichia"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Bacillariophyta","Fragilaria construens",20.0,1.0,5.5,5.5,1379,0.001,0.06,"Fragilaria"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Chlorococcaceae",14.0,1.0,136.3,136.3,195852,0.196,7.94,
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Ankistrodesmus falcatus",60.0,1.0,5.5,5.5,302,0.000,0.01,"Ankistrodesmus"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Chlamydomonas ",6.8,1.0,318.1,318.1,34507,0.035,1.40,"Chlamydomonas"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Chlamydomonas dinobryonii",5.0,1.0,2181.0,2181.0,142749,0.143,5.79,"Chlamydomonas"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Monoraphidium capricornutum",4.0,1.0,22.7,22.7,177,0.000,0.01,"Monoraphidium"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Schroederia judayi",40.0,1.0,22.7,22.7,609,0.001,0.02,"Schroederia"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chlorophyta","Scourfieldia cordiformis",5.0,1.0,1703.9,1703.9,110632,0.111,4.49,"Scourfieldia"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Chrysocapsaceae",8.0,1.0,22.7,22.7,6091,0.006,0.25,
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Chrysophyceae",7.0,1.0,159.0,159.0,28668,0.029,1.16,
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Chromulina ",5.3,1.0,408.9,408.9,33261,0.033,1.35,"Chromulina"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Dinobryon ",8.5,1.0,22.7,22.7,3307,0.003,0.13,"Dinobryon"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Dinobryon cyst",14.5,1.0,386.2,386.2,623141,0.623,25.26,"Dinobryon"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Dinobryon sertularia",40.0,1.0,5.5,5.5,1241,0.001,0.05,"Dinobryon"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Syncrypta ",40.0,16.0,5.5,87.8,19723,0.020,0.80,"Syncrypta"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Chrysophyta","Syncrypta ",12.0,1.0,1703.9,1703.9,372575,0.373,15.11,"Syncrypta"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cryptophyta","Cryptomonas erosa",20.0,1.0,272.6,272.6,290828,0.291,11.79,"Cryptomonas"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cryptophyta","Rhodomonas minuta",6.0,1.0,22.7,22.7,571,0.001,0.02,"Rhodomonas"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cyanophyta","Aphanocapsa delicatissima",20.0,24.0,22.7,545.3,285,0.000,0.01,"Aphanocapsa"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cyanophyta","Chroococcus minutus",20.0,4.0,22.7,90.9,5139,0.005,0.21,"Chroococcus"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cyanophyta","Pseudanabaena ",100.0,50.0,22.7,1136.0,1784,0.002,0.07,"Pseudanabaena"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cyanophyta","Synechococcus elongatus",2.0,1.0,681.6,681.6,714,0.001,0.03,"Synechococcus"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Cyanophyta","Synechocystis ",1.0,1.0,2044.7,2044.7,1071,0.001,0.04,"Synechocystis"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Miscellaneous",,6.0,1.0,22.7,22.7,2401,0.002,0.10,
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Pyrrhophyta","Gymnodinium sp 2",14.0,1.0,499.8,499.8,283690,0.284,11.50,"Gymnodinium"
"CB",2005,2005-04-18 00:00:00,1,"Int 0-2m","Pyrrhophyta","Peridinium umbonatum",24.0,1.0,113.6,113.6,305800,0.306,12.40,"Peridinium"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chlorophyta","Chlorococcaceae",6.0,1.0,37.9,37.9,4282,0.004,0.05,
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chlorophyta","Chlamydomonas ",8.5,1.0,113.6,113.6,25219,0.025,0.28,"Chlamydomonas"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chlorophyta","Monomastix astigmata",5.0,1.0,1552.5,1552.5,18290,0.018,0.20,"Monomastix"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chlorophyta","Oocystis parva",12.0,1.0,113.6,113.6,32356,0.032,0.36,"Oocystis"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chlorophyta","Scourfieldia cordiformis",5.0,1.0,1590.3,1590.3,103257,0.103,1.15,"Scourfieldia"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chrysophyta","Chromulina ",6.0,1.0,37.9,37.9,4282,0.004,0.05,"Chromulina"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chrysophyta","Gonyostomum semen",64.0,1.0,37.9,37.9,1228277,1.228,13.73,"Gonyostomum"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Chrysophyta","Synura ",17.0,1.0,6588.6,6588.6,1891855,1.892,21.15,"Synura"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Cryptophyta","Cryptomonas erosa",23.4,1.0,4695.3,4695.3,4258050,4.258,47.60,"Cryptomonas"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Cryptophyta","Rhodomonas minuta",12.0,1.0,75.7,75.7,7137,0.007,0.08,"Rhodomonas"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Cyanophyta","Aphanocapsa elachista",30.0,25.0,189.3,4733.2,19826,0.020,0.22,"Aphanocapsa"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Cyanophyta","Synechococcus elongatus",2.0,1.0,1703.9,1703.9,1784,0.002,0.02,"Synechococcus"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Cyanophyta","Synechocystis ",1.0,1.0,8860.5,8860.5,4639,0.005,0.05,"Synechocystis"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Euglenophyta","Euglena acus",200.0,1.0,5.5,5.5,39986,0.040,0.45,"Euglena"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Miscellaneous",,4.0,1.0,340.8,340.8,10307,0.010,0.12,
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Pyrrhophyta","Gymnodinium sp 2",16.0,1.0,37.9,37.9,22840,0.023,0.26,"Gymnodinium"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Pyrrhophyta","Peridinium cinctum",40.0,1.0,37.9,37.9,356873,0.357,3.99,"Peridinium"
"CB",2005,2005-08-09 00:00:00,1,"Int 0-2m","Pyrrhophyta","Peridinium limbatum",84.0,1.0,37.9,37.9,916767,0.917,10.25,"Peridinium"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Bacillariophyta","Tabellaria fenestrata",69.0,1.0,13.2,13.2,87217,0.087,1.83,"Tabellaria"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chlorophyta","Chlorococcaceae",5.0,1.0,30.3,30.3,1983,0.002,0.04,
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chlorophyta","Dictyosphaerium pulchellum",20.0,4.0,30.3,121.2,3665,0.004,0.08,"Dictyosphaerium"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chlorophyta","Monomastix astigmata",4.0,1.0,90.9,90.9,856,0.001,0.02,"Monomastix"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Chromulina ",3.2,1.0,6270.5,6270.5,112943,0.113,2.37,"Chromulina"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Dinobryon ",8.0,1.0,90.9,90.9,11610,0.012,0.24,"Dinobryon"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Dinobryon bavaricum",100.0,2.5,90.9,227.2,45109,0.045,0.95,"Dinobryon"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Dinobryon bavaricum",50.0,1.0,181.8,181.8,23792,0.024,0.50,"Dinobryon"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,30.3,30.3,916,0.001,0.02,"Erkenia"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Gonyostomum semen",50.0,1.0,181.8,181.8,2973941,2.974,62.43,"Gonyostomum"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Mallomonas ",16.0,1.0,90.9,90.9,62429,0.062,1.31,"Mallomonas"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Chrysophyta","Synura ",15.0,1.0,2938.4,2938.4,743105,0.743,15.60,"Synura"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cryptophyta","Cryptomonas erosa",27.0,1.0,484.7,484.7,649667,0.650,13.64,"Cryptomonas"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cyanophyta","Anabaena circinalis",18.0,3.0,30.3,90.9,9604,0.010,0.20,"Anabaena"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cyanophyta","Aphanocapsa elachista",40.0,30.0,30.3,908.8,3807,0.004,0.08,"Aphanocapsa"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cyanophyta","Aphanocapsa koordersi",20.0,16.0,30.3,484.7,6852,0.007,0.14,"Aphanocapsa"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cyanophyta","Merismopedia trolleri",40.0,32.0,4.4,140.4,7060,0.007,0.15,"Merismopedia"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cyanophyta","Synechococcus elongatus",2.0,1.0,90.9,90.9,95,0.000,0.00,"Synechococcus"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Cyanophyta","Synechocystis ",1.0,1.0,5452.6,5452.6,2855,0.003,0.06,"Synechocystis"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Pyrrhophyta","Gymnodinium sp 2",12.0,1.0,30.3,30.3,9517,0.010,0.20,"Gymnodinium"
"CB",2005,2005-11-08 00:00:00,1,"Int 0-2m","Rhodophyta","Bitrichia ochridana",70.0,1.0,60.6,60.6,6403,0.006,0.13,"Bitrichia"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Bacillariophyta","Asterionella formosa",70.0,1.0,54.5,54.5,49619,0.050,3.41,"Asterionella"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Bacillariophyta","Stephanodiscus medius",16.0,1.0,4.4,4.4,7060,0.007,0.48,"Stephanodiscus"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Bacillariophyta","Synedra delicatissima",220.0,1.0,27.3,27.3,95966,0.096,6.59,"Synedra"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlorococcaceae",4.0,1.0,54.5,54.5,2170,0.002,0.15,
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chlorophyta","Ankistrodesmus falcatus",46.7,1.0,81.8,81.8,3597,0.004,0.25,"Ankistrodesmus"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chlorophyta","Chlamydomonas ",4.0,1.0,81.8,81.8,2474,0.003,0.17,"Chlamydomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chlorophyta","Scenedesmus acutus",12.0,4.0,27.3,109.1,1298,0.001,0.09,"Scenedesmus"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysophyceae",6.0,1.0,27.3,27.3,2881,0.003,0.20,
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",3.0,1.0,2112.9,2112.9,29870,0.030,2.05,"Chromulina"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysolykos planctonicus",16.0,1.0,81.8,81.8,2313,0.002,0.16,"Chrysolykos"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",6.0,1.0,817.9,817.9,64237,0.064,4.41,"Dinobryon"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",33.0,1.0,54.5,54.5,1427,0.001,0.10,"Dinobryon"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",64.0,1.0,27.3,27.3,2284,0.002,0.16,"Dinobryon"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Erkenia subaequiciliata",4.0,1.0,1090.5,1090.5,32981,0.033,2.26,"Erkenia"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas ",24.0,1.0,4.4,4.4,7942,0.008,0.55,"Mallomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Mallomonas akrokomas",30.0,1.0,54.5,54.5,4568,0.005,0.31,"Mallomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Uroglena ",6.0,1.0,2181.0,2181.0,171299,0.171,11.76,"Uroglena"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Chrysophyta","Uroglena ",40.0,4.5,54.5,245.4,19271,0.019,1.32,"Uroglena"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas erosa",15.7,1.0,245.4,245.4,93786,0.094,6.44,"Cryptomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cryptophyta","Cryptomonas rostratiformis",40.0,1.0,27.3,27.3,73088,0.073,5.02,"Cryptomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",8.3,1.0,463.5,463.5,15531,0.016,1.07,"Rhodomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cryptophyta","Rhodomonas minuta",10.0,1.0,54.5,54.5,6167,0.006,0.42,"Rhodomonas"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Anabaena circinalis",44.0,9.0,27.3,245.4,15931,0.016,1.09,"Anabaena"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanizomenon flos-aquae",116.0,19.3,27.3,527.1,39741,0.040,2.73,"Aphanizomenon"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa delicatissima",10.0,10.0,54.5,545.3,285,0.000,0.02,"Aphanocapsa"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanocapsa elachista",16.0,20.0,27.3,545.3,964,0.001,0.07,"Aphanocapsa"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Aphanothece nidulans",10.0,6.0,27.3,163.6,171,0.000,0.01,"Aphanothece"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Oscillatoria limnetica",160.0,40.0,27.3,1090.5,7708,0.008,0.53,"Oscillatoria"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Planktothrix agardhii",426.7,133.3,8.8,1170.4,31621,0.032,2.17,"Planktothrix"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechococcus elongatus",2.0,1.0,2181.0,2181.0,2284,0.002,0.16,"Synechococcus"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Cyanophyta","Synechocystis ",1.0,1.0,9814.7,9814.7,5139,0.005,0.35,"Synechocystis"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Pyrrhophyta",24.0,1.0,27.3,27.3,68520,0.069,4.70,
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Glenodinium quadridens",38.0,1.0,109.1,109.1,589725,0.590,40.49,"Glenodinium"
"SP",2005,2005-04-20 00:00:00,1,"HP 0-bottom","Pyrrhophyta","Gymnodinium sp 2",10.0,1.0,27.3,27.3,4568,0.005,0.31,"Gymnodinium"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Bacillariophyta","Cyclotella bodanica",16.0,1.0,4.4,4.4,7060,0.007,0.21,"Cyclotella"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Bacillariophyta","Cyclotella ocellata",6.0,1.0,18.2,18.2,1542,0.002,0.05,"Cyclotella"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Bacillariophyta","Cyclotella pseudostelligera",5.0,1.0,18.2,18.2,892,0.001,0.03,"Cyclotella"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Bacillariophyta","Synedra delicatissima",220.0,1.0,872.4,872.4,2417472,2.418,73.04,"Synedra"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chlorophyta","Monomastix astigmata",5.0,1.0,18.2,18.2,214,0.000,0.01,"Monomastix"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chlorophyta","Scenedesmus bijuga",4.0,2.0,72.7,145.4,428,0.000,0.01,"Scenedesmus"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chlorophyta","Schroederia setigera",50.0,1.0,36.4,36.4,2924,0.003,0.09,"Schroederia"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysocapsaceae",8.0,1.0,18.2,18.2,4873,0.005,0.15,
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysophyceae",5.0,1.0,18.2,18.2,1180,0.001,0.04,
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chrysophyta","Chrysophyceae",8.0,1.0,18.2,18.2,4632,0.005,0.14,
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chrysophyta","Chromulina ",3.0,1.0,654.3,654.3,9250,0.009,0.28,"Chromulina"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon ",8.0,1.0,236.3,236.3,24743,0.025,0.75,"Dinobryon"
"SP",2005,2005-06-13 00:00:00,1,"HP 0-bottom","Chrysophyta","Dinobryon bavaricum",90.0,1.0,18.2,18.2,1827,0.002,0.06,"Dinobryon"
